0	5	WEDGE	0	16383	16384
1	5	WEDGE	1	16383	16384
2	5	WEDGE	2	16383	16384
3	5	WEDGE	3	16383	16384
4	5	WEDGE	4	16383	16384
5	5	WEDGE	5	16383	16384
6	5	WEDGE	6	16383	16384
7	5	WEDGE	7	16383	16384
8	-1	UNUSED	0	16383	16384
9	-1	UNUSED	0	16383	16384
10	-1	UNUSED	0	16383	16384
11	-1	UNUSED	0	16383	16384
12	-1	UNUSED	0	16383	16384
13	-1	UNUSED	0	16383	16384
14	-1	UNUSED	0	16383	16384
15	-1	UNUSED	0	16383	16384
16	3	WEDGE	0	16383	16384
17	3	WEDGE	1	16383	16384
18	3	WEDGE	2	16383	16384
19	3	WEDGE	3	16383	16384
20	3	WEDGE	4	16383	16384
21	3	WEDGE	5	16383	16384
22	3	WEDGE	6	16383	16384
23	3	WEDGE	7	16383	16384
24	4	WEDGE	0	16383	16384
25	4	WEDGE	1	16383	16384
26	4	WEDGE	2	16383	16384
27	4	WEDGE	3	16383	16384
28	4	WEDGE	4	16383	16384
29	4	WEDGE	5	16383	16384
30	4	WEDGE	6	16383	16384
31	4	WEDGE	7	16383	16384
32	1	WEDGE	0	16383	16384
33	1	WEDGE	1	16383	16384
34	1	WEDGE	2	16383	16384
35	1	WEDGE	3	16383	16384
36	1	WEDGE	4	16383	16384
37	1	WEDGE	5	16383	16384
38	1	WEDGE	6	16383	16384
39	1	WEDGE	7	16383	16384
40	2	WEDGE	0	16383	16384
41	2	WEDGE	1	16383	16384
42	2	WEDGE	2	16383	16384
43	2	WEDGE	3	16383	16384
44	2	WEDGE	4	16383	16384
45	2	WEDGE	5	16383	16384
46	2	WEDGE	6	16383	16384
47	2	WEDGE	7	16383	16384
48	5	RING	0	16383	16384
49	5	RING	1	16383	16384
50	5	RING	2	16383	16384
51	5	RING	3	16383	16384
52	5	RING	4	16383	16384
53	5	RING	5	16383	16384
54	5	RING	6	16383	16384
55	5	RING	7	16383	16384
56	5	RING	8	16383	16384
57	5	RING	9	16383	16384
58	5	RING	10	16383	16384
59	5	RING	11	16383	16384
60	5	RING	12	16383	16384
61	5	RING	13	16383	16384
62	5	RING	14	16383	16384
63	5	RING	15	16383	16384
64	4	RING	0	16383	16384
65	4	RING	1	16383	16384
66	4	RING	2	16383	16384
67	4	RING	3	16383	16384
68	4	RING	4	16383	16384
69	4	RING	5	16383	16384
70	4	RING	6	16383	16384
71	4	RING	7	16383	16384
72	4	RING	8	16383	16384
73	4	RING	9	16383	16384
74	4	RING	10	16383	16384
75	4	RING	11	16383	16384
76	4	RING	12	16383	16384
77	4	RING	13	16383	16384
78	4	RING	14	16383	16384
79	4	RING	15	16383	16384
80	3	RING	0	16383	16384
81	3	RING	1	16383	16384
82	3	RING	2	16383	16384
83	3	RING	3	16383	16384
84	3	RING	4	16383	16384
85	3	RING	5	16383	16384
86	3	RING	6	16383	16384
87	3	RING	7	16383	16384
88	3	RING	8	16383	16384
89	3	RING	9	16383	16384
90	3	RING	10	16383	16384
91	3	RING	11	16383	16384
92	3	RING	12	16383	16384
93	3	RING	13	16383	16384
94	3	RING	14	16383	16384
95	3	RING	15	16383	16384
96	2	RING	0	16383	16384
97	2	RING	1	16383	16384
98	2	RING	2	16383	16384
99	2	RING	3	16383	16384
100	2	RING	4	16383	16384
101	2	RING	5	16383	16384
102	2	RING	6	16383	16384
103	2	RING	7	16383	16384
104	2	RING	8	16383	16384
105	2	RING	9	16383	16384
106	2	RING	10	16383	16384
107	2	RING	11	16383	16384
108	2	RING	12	16383	16384
109	2	RING	13	16383	16384
110	2	RING	14	16383	16384
111	2	RING	15	16383	16384
112	1	RING	0	16383	16384
113	1	RING	1	16383	16384
114	1	RING	2	16383	16384
115	1	RING	3	16383	16384
116	1	RING	4	16383	16384
117	1	RING	5	16383	16384
118	1	RING	6	16383	16384
119	1	RING	7	16383	16384
120	1	RING	8	16383	16384
121	1	RING	9	16383	16384
122	1	RING	10	16383	16384
123	1	RING	11	16383	16384
124	1	RING	12	16383	16384
125	1	RING	13	16383	16384
126	1	RING	14	16383	16384
127	1	RING	15	16383	16384
128	-1	UNUSED	0	16383	16384
129	-1	UNUSED	0	16383	16384
130	-1	UNUSED	0	16383	16384
131	-1	UNUSED	0	16383	16384
132	-1	UNUSED	0	16383	16384
133	-1	UNUSED	0	16383	16384
134	-1	UNUSED	0	16383	16384
135	-1	UNUSED	0	16383	16384
136	-1	UNUSED	0	16383	16384
137	-1	UNUSED	0	16383	16384
138	-1	UNUSED	0	16383	16384
139	-1	UNUSED	0	16383	16384
140	-1	UNUSED	0	16383	16384
141	-1	UNUSED	0	16383	16384
142	-1	UNUSED	0	16383	16384
143	-1	UNUSED	0	16383	16384
