0	UNUSED	UNUSED	0	16383	16384
1	UNUSED	UNUSED	0	16383	16384
2	UNUSED	UNUSED	0	16383	16384
3	UNUSED	UNUSED	0	16383	16384
4	UNUSED	UNUSED	0	16383	16384
5	UNUSED	UNUSED	0	16383	16384
6	UNUSED	UNUSED	0	16383	16384
7	UNUSED	UNUSED	0	16383	16384
8	UNUSED	UNUSED	0	16383	16384
9	UNUSED	UNUSED	0	16383	16384
10	UNUSED	UNUSED	0	16383	16384
11	UNUSED	UNUSED	0	16383	16384
12	UNUSED	UNUSED	0	16383	16384
13	UNUSED	UNUSED	0	16383	16384
14	UNUSED	UNUSED	0	16383	16384
15	UNUSED	UNUSED	0	16383	16384
16	E	BACK	0	16383	16384
17	E	BACK	1	16383	16384
18	E	BACK	2	16383	16384
19	E	BACK	3	16383	16384
20	E	BACK	4	16383	16384
21	E	BACK	5	16383	16384
22	E	BACK	6	16383	16384
23	E	BACK	7	16383	16384
24	UNUSED	UNUSED	0	16383	16384
25	UNUSED	UNUSED	0	16383	16384
26	UNUSED	UNUSED	0	16383	16384
27	UNUSED	UNUSED	0	16383	16384
28	UNUSED	UNUSED	0	16383	16384
29	UNUSED	UNUSED	0	16383	16384
30	UNUSED	UNUSED	0	16383	16384
31	UNUSED	UNUSED	0	16383	16384
32	C	BACK	0	16383	16384
33	C	BACK	1	16383	16384
34	C	BACK	2	16383	16384
35	C	BACK	3	16383	16384
36	C	BACK	4	16383	16384
37	C	BACK	5	16383	16384
38	C	BACK	6	16383	16384
39	C	BACK	7	16383	16384
40	D	BACK	0	16383	16384
41	D	BACK	1	16383	16384
42	D	BACK	2	16383	16384
43	D	BACK	3	16383	16384
44	D	BACK	4	16383	16384
45	D	BACK	5	16383	16384
46	D	BACK	6	16383	16384
47	D	BACK	7	16383	16384
48	A	BACK	0	16383	16384
49	A	BACK	1	16383	16384
50	A	BACK	2	16383	16384
51	A	BACK	3	16383	16384
52	A	BACK	4	16383	16384
53	A	BACK	5	16383	16384
54	A	BACK	6	16383	16384
55	A	BACK	7	16383	16384
56	B	BACK	0	16383	16384
57	B	BACK	1	16383	16384
58	B	BACK	2	16383	16384
59	B	BACK	3	16383	16384
60	B	BACK	4	16383	16384
61	B	BACK	5	16383	16384
62	B	BACK	6	16383	16384
63	B	BACK	7	16383	16384
64	E	FRONT	0	16383	16384
65	E	FRONT	1	16383	16384
66	E	FRONT	2	16383	16384
67	E	FRONT	3	16383	16384
68	E	FRONT	4	16383	16384
69	E	FRONT	5	16383	16384
70	E	FRONT	6	16383	16384
71	E	FRONT	7	16383	16384
72	E	FRONT	8	16383	16384
73	E	FRONT	9	16383	16384
74	E	FRONT	10	16383	16384
75	E	FRONT	11	16383	16384
76	E	FRONT	12	16383	16384
77	E	FRONT	13	16383	16384
78	E	FRONT	14	16383	16384
79	E	FRONT	15	16383	16384
80	D	FRONT	0	16383	16384
81	D	FRONT	1	16383	16384
82	D	FRONT	2	16383	16384
83	D	FRONT	3	16383	16384
84	D	FRONT	4	16383	16384
85	D	FRONT	5	16383	16384
86	D	FRONT	6	16383	16384
87	D	FRONT	7	16383	16384
88	D	FRONT	8	16383	16384
89	D	FRONT	9	16383	16384
90	D	FRONT	10	16383	16384
91	D	FRONT	11	16383	16384
92	D	FRONT	12	16383	16384
93	D	FRONT	13	16383	16384
94	D	FRONT	14	16383	16384
95	D	FRONT	15	16383	16384
96	C	FRONT	0	16383	16384
97	C	FRONT	1	16383	16384
98	C	FRONT	2	16383	16384
99	C	FRONT	3	16383	16384
100	C	FRONT	4	16383	16384
101	C	FRONT	5	16383	16384
102	C	FRONT	6	16383	16384
103	C	FRONT	7	16383	16384
104	C	FRONT	8	16383	16384
105	C	FRONT	9	16383	16384
106	C	FRONT	10	16383	16384
107	C	FRONT	11	16383	16384
108	C	FRONT	12	16383	16384
109	C	FRONT	13	16383	16384
110	C	FRONT	14	16383	16384
111	C	FRONT	15	16383	16384
112	B	FRONT	0	16383	16384
113	B	FRONT	1	16383	16384
114	B	FRONT	2	16383	16384
115	B	FRONT	3	16383	16384
116	B	FRONT	4	16383	16384
117	B	FRONT	5	16383	16384
118	B	FRONT	6	16383	16384
119	B	FRONT	7	16383	16384
120	B	FRONT	8	16383	16384
121	B	FRONT	9	16383	16384
122	B	FRONT	10	16383	16384
123	B	FRONT	11	16383	16384
124	B	FRONT	12	16383	16384
125	B	FRONT	13	16383	16384
126	B	FRONT	14	16383	16384
127	B	FRONT	15	16383	16384
128	A	FRONT	0	16383	16384
129	A	FRONT	1	16383	16384
130	A	FRONT	2	16383	16384
131	A	FRONT	3	16383	16384
132	A	FRONT	4	16383	16384
133	A	FRONT	5	16383	16384
134	A	FRONT	6	16383	16384
135	A	FRONT	7	16383	16384
136	A	FRONT	8	16383	16384
137	A	FRONT	9	16383	16384
138	A	FRONT	10	16383	16384
139	A	FRONT	11	16383	16384
140	A	FRONT	12	16383	16384
141	A	FRONT	13	16383	16384
142	A	FRONT	14	16383	16384
143	A	FRONT	15	16383	16384
